<<<<<<< HEAD
Scream1-01.wav,1
Scream1-02.wav,1
Scream1-03.wav,1
Scream1-04.wav,1
Scream1-05.wav,1
Scream1-06.wav,1
Scream1-07.wav,1
Scream1-08.wav,1
Scream1-09.wav,1
Scream1-10.wav,1
Scream1-11.wav,1
Scream2-01.wav,1
Scream2-02.wav,1
Scream2-03.wav,1
Scream2-04.wav,1
Scream3-01.wav,1
Scream3-02.wav,1
Scream3-03.wav,1
Scream3-04.wav,1
Scream4-01.wav,1
Scream4-02.wav,1
Scream4-03.wav,1
Scream4-04.wav,1
Scream4-05.wav,1
Scream4-06.wav,1
Scream4-07.wav,1
Scream4-08.wav,1
Scream4-09.wav,1
Scream4-10.wav,1
Scream4-11.wav,1
Scream4-12.wav,1
Scream4-13.wav,1
Scream5-01.wav,1
Scream5-02.wav,1
Scream5-03.wav,1
Scream5-04.wav,1
Scream5-05.wav,1
Scream5-06.wav,1
Scream5-07.wav,1
Scream6-01.wav,1
Scream6-02.wav,1
Scream6-03.wav,1
Scream6-04.wav,1
Scream6-05.wav,1
Scream6-06.wav,1
Scream6-07.wav,1
Scream6-08.wav,1
Scream6-09.wav,1
YouTubeScream-01.wav,1
YouTubeScream-02.wav,1
YouTubeScream-03.wav,1
YouTubeScream-04.wav,1
YouTubeScream-05.wav,1
YouTubeScream-06.wav,1
YouTubeScream-07.wav,1
YouTubeScream-08.wav,1
YouTubeScream-09.wav,1
YouTubeScream-10.wav,1
YouTubeScream-11.wav,1
YouTubeScream-12.wav,1
YouTubeScream-13.wav,1
YouTubeScream-14.wav,1
YouTubeScream-15.wav,1
YouTubeScream-16.wav,1
YouTubeScream-17.wav,1
YouTubeScream-18.wav,1
YouTubeScream-19.wav,1
YouTubeScream-20.wav,1
YouTubeScream-21.wav,1
YouTubeScream-22.wav,1
YouTubeScream-23.wav,1
YouTubeScream-24.wav,1
YouTubeScream-25.wav,1
YouTubeScream-26.wav,1
YouTubeScream-27.wav,1
YouTubeScream-28.wav,1
YouTubeScream-29.wav,1
YouTubeScream-30.wav,1
YouTubeScream-31.wav,1
YouTubeScream-32.wav,1
YouTubeScream-33.wav,1
YouTubeScream-34.wav,1
YouTubeScream-35.wav,1
YouTubeScream-36.wav,1
YouTubeScream-37.wav,1
YouTubeScream-38.wav,1
YouTubeScream-39.wav,1
YouTubeScream-40.wav,1
YouTubeScream-41.wav,1
YouTubeScream-42.wav,1
YouTubeScream-43.wav,1
YouTubeScream-44.wav,1
=======
filename,target
Scream1-01,1
Scream1-02,1
Scream1-03,1
Scream1-04,1
Scream1-05,1
Scream1-06,1
Scream1-07,1
Scream1-08,1
Scream1-09,1
Scream1-10,1
Scream1-11,1
Scream2-01,1
Scream2-02,1
Scream2-03,1
Scream2-04,1
Scream3-01,1
Scream3-02,1
Scream3-03,1
Scream3-04,1
Scream4-01,1
Scream4-02,1
Scream4-03,1
Scream4-04,1
Scream4-05,1
Scream4-06,1
Scream4-07,1
Scream4-08,1
Scream4-09,1
Scream4-10,1
Scream4-11,1
Scream4-12,1
Scream4-13,1
Scream5-01,1
Scream5-02,1
Scream5-03,1
Scream5-04,1
Scream5-05,1
Scream5-06,1
Scream5-07,1
Scream6-01,1
Scream6-02,1
Scream6-03,1
Scream6-04,1
Scream6-05,1
Scream6-06,1
Scream6-07,1
Scream6-08,1
Scream6-09,1
>>>>>>> 4b6a5afc513c6b25e92ab2359dced4bc4fd23e99
